460,8017131,Institut Severo Ochoa,1,Públic
691,8022811,FEDAC-Pineda,2,Privat
461,8017153,Institut Joanot Martorell,1,Públic
462,8017232,Escola Agrupació Sant Jordi,1,Públic
463,8017244,Escola Font-rúbia,1,Públic
464,8017271,Escola Joan Sanpera i Torras,1,Públic
465,8017311,Escola Puiggraciós,1,Públic
466,8017335,Sant Lluís Gonçaga,2,Privat
467,8017359,Escola Salvador Lluch,1,Públic
468,8017360,Escola Jacme March,1,Públic
469,8017384,Sagrada Família,2,Privat
470,8017402,Inmaculada Concepción,2,Privat
471,8017426,Lycée Français de Gavà - Bon Soleil,2,Privat
472,8017438,San Pedro,2,Privat
473,8017451,Santo Ángel,2,Privat
474,8017505,Escola Juan Salamero,1,Públic
475,8017517,Sagrat Cor,2,Privat
476,8017530,Institut de Bruguers,1,Públic
477,8017611,Escola Montcau,1,Públic
478,8017633,Escola Sant Marc,1,Públic
479,8017645,Escola de Gironella,1,Públic
480,8017657,FEDAC-Gironella,2,Privat
481,8017682,Escola Jacint Verdaguer,1,Públic
482,8017694,Escola Pereanton,1,Públic
483,8017700,Escola Joan Solans,1,Públic
484,8017712,Escola Ferrer i Guàrdia,1,Públic
485,8017773,Cervetó,2,Privat
486,8017785,Escola Pia de Granollers,2,Privat
487,8017797,Jardí,2,Privat
488,8017815,L'Estel,2,Privat
489,8017827,Maria Anna Mogas,2,Privat
490,8017840,Educem,2,Privat
491,8017852,Institut Escola del Treball,1,Públic
492,8017918,Escola Granullarius,1,Públic
493,8017931,Institut Antoni Cumella,1,Públic
494,8017979,Escola Aqua Alba,1,Públic
495,8017992,Escola Montserrat,1,Públic
496,8018005,Escola Sant Llorenç,1,Públic
497,8018017,Escola L'Albiol - ZER Alt Berguedà,1,Públic
498,8018029,Escola Les Escoles,1,Públic
499,8018066,Escola Menéndez Pidal,1,Públic
500,8018078,Escola Bellvitge,1,Públic
501,8018091,Escola Pep Ventura,1,Públic
502,8018145,Escola Pau Vila,1,Públic
503,8018157,Escola Santiago Ramon y Cajal,1,Públic
504,8018273,Norai,2,Privat
505,8018303,Alpes,2,Privat
506,8018315,Pare Enric d'Ossó,2,Privat
507,8018339,Azorín,2,Privat
508,8018340,Alegre,2,Privat
509,8018352,Casal dels Àngels,2,Privat
510,8018376,La Florida,2,Privat
511,8018391,Sant Gervasi,2,Privat
512,8018406,Canigó,2,Privat
513,8018455,Sanfeliu,2,Privat
514,8018467,Fax,2,Privat
515,8018561,Xaloc,2,Privat
516,8018583,Cultura,2,Privat
517,8018601,Sant Josep Obrer,2,Privat
518,8018777,Balaguer,2,Privat
519,8018807,Montessori,2,Privat
520,8018871,Jesuïtes Bellvitge - Centre d'Estudis Joan XXIII,2,Privat
521,8018901,Pineda,2,Privat
522,8018972,Utmar,2,Privat
523,8019009,Sant Jaume de la FEP,2,Privat
524,8019058,Tecla Sala,2,Privat
525,8019149,Escola Bernat Metge,1,Públic
526,8019150,San Jaime,2,Privat
527,8019198,Escola Pompeu Fabra,1,Públic
528,8019216,Escola Busquets i Punset,1,Públic
529,8019231,Escola Milagros Consarnau,1,Públic
530,8019241,Escola Frederic Mistral,1,Públic
531,8019265,Escola Joaquim Ruyra,1,Públic
532,8019277,Escola La Marina,1,Públic
533,8019290,Escola Provençana,1,Públic
534,8019307,Institut Santa Eulàlia,1,Públic
535,8019319,Institut Pedraforca,1,Públic
536,8019320,Institut Torras i Bages,1,Públic
537,8019371,Institut Llobregat,1,Públic
729,8023751,Ribas,2,Privat
538,8019401,Institut Provençana,1,Públic
539,8019411,Institut Bellvitge,1,Públic
540,8019435,Escola García i Fossas,1,Públic
541,8019459,Escola Gabriel Castella i Raich,1,Públic
542,8019460,Escola Emili Vallès,1,Públic
543,8019472,Àuria,2,Privat
544,8019484,Monalco,2,Privat
545,8019502,Escola Pia d'Igualada,2,Privat
546,8019514,Jesús Maria,2,Privat
547,8019541,Maristes Igualada,2,Privat
548,8019551,Igualada,2,Privat
549,8019575,Escolàpies Igualada,2,Privat
550,8019599,Mare del Diví Pastor,2,Privat
551,8019617,Mowgli,2,Privat
552,8019630,Institut Pere Vives i Vich,1,Públic
553,8019642,Escola Pare Ramon Castelltort i Miralda,1,Públic
554,8019654,Institut Milà i Fontanals,1,Públic
555,8019678,Escola Guerau de Jorba,1,Públic
556,8019691,Escola Vilademàger - ZER Serra d'Ancosa,1,Públic
557,8019711,Escola Sagrada Família,1,Públic
558,8019721,Balmes,2,Privat
559,8019733,Gilpe,2,Privat
560,8019745,Escola Joan Maragall,1,Públic
561,8019782,Escola Salvador Sanromà,1,Públic
562,8019824,Escola Les Llisses,1,Públic
563,8019861,Escola Gafarró - ZER Alt Lluçanès,1,Públic
564,8019873,Escola Mare de Déu de Montserrat,1,Públic
565,8019897,Fonlladosa,2,Privat
566,8019903,Maristes Sant Pere Chanel,2,Privat
567,8019915,Vedruna Malgrat de Mar,2,Privat
568,8019927,Escola Marià Cubí i Soler,1,Públic
569,8019940,Escola Puig-Agut,1,Públic
570,8019952,La Salle Manlleu,2,Privat
571,8019976,Vedruna Manlleu,2,Privat
572,8020012,Escola Muntanya del Drac,1,Públic
573,8021168,Gem,2,Privat
574,8020036,Joviat,2,Privat
575,8020061,Escola La Renaixença,1,Públic
576,8020073,Escola Sant Ignasi,1,Públic
577,8020085,Oms i de Prat,2,Privat
578,8020097,Escola Pare Algué,1,Públic
579,8020127,Escola Bages,1,Públic
580,8020140,FEDAC-Manresa,2,Privat
581,8020218,La Salle,2,Privat
582,8020267,L'Ave Maria,2,Privat
583,8020280,A. Hospitalària Sant Joan de Déu,2,Privat
584,8020309,Mare de Déu del Pilar,2,Privat
585,8020383,Vedruna Manresa,2,Privat
586,8020462,Institut Lacetània,1,Públic
587,8020474,Institut Lluís de Peguera,1,Públic
588,8020486,Escola agrària de Manresa,1,Públic
589,8020498,Escola Els Convents,1,Públic
590,8020516,CEE El Pontarró,1,Públic
591,8020531,La Mercè,2,Privat
592,8020607,Escola Juan Ramón Jiménez,1,Públic
593,8020619,Escola José Echegaray,1,Públic
594,8020620,Institut Pompeu Fabra,1,Públic
